1, 36, 5, 100, 100, 40, 10296.667, 0.288, 87.921, 0.003, 0.002, 0.301
2, 36, 5, 100, 100, 40, 6411.111, 2.324, 74.257, 0.014, 0.001, 0.160
3, 36, 5, 100, 100, 40, 15467.778, 0.954, 81.047, 0.005, 0.000, 0.446
4, 36, 5, 100, 100, 40, 14232.800, 0.197, 93.327, 0.049, 0.003, 0.000
1, 36, 30, 100, 100, 40, 12500.000, 0.579, 76.864, 0.016, 0.001, 0.255
2, 36, 30, 100, 100, 40, 5663.333, 4.578, 68.053, 0.030, 1.418, 0.046
3, 36, 30, 100, 100, 40, 7080.000, 4.511, 71.267, 0.007, 0.002, 0.306
4, 36, 30, 100, 100, 40, 9570.400, 0.746, 77.384, 0.257, 0.004, 0.000
1, 36, 10, 100, 100, 80, 8237.778, 0.498, 79.353, 0.003, 0.002, 0.286
2, 36, 10, 100, 100, 80, 5968.889, 2.882, 68.226, 0.022, 0.030, 0.128
3, 36, 10, 100, 100, 80, 8114.444, 2.127, 67.993, 0.016, 0.006, 0.471
4, 36, 10, 100, 100, 80, 14667.689, 0.356, 95.263, 0.023, 0.007, 0.000
1, 36, 20, 100, 100, 80, 7335.556, 0.792, 72.072, 0.008, 0.002, 0.227
2, 36, 20, 100, 100, 80, 5848.889, 3.812, 65.551, 0.028, 0.971, 0.098
3, 36, 20, 100, 100, 80, 8762.222, 2.694, 65.207, 0.028, 0.005, 0.564
4, 36, 20, 100, 100, 80, 13162.933, 0.619, 88.430, 0.199, 0.005, 0.000
1, 36, 5, 100, 100, 80, 9047.778, 0.349, 89.450, 0.003, 0.002, 0.331
2, 36, 5, 100, 100, 80, 6826.111, 2.405, 72.151, 0.010, 0.015, 0.176
3, 36, 5, 100, 100, 80, 10069.444, 1.437, 82.502, 0.011, 0.005, 0.554
4, 36, 5, 100, 100, 80, 15480.733, 0.201, 98.699, 0.014, 0.006, 0.000
1, 36, 30, 100, 100, 80, 7883.333, 0.940, 70.202, 0.022, 0.003, 0.244
2, 36, 30, 100, 100, 80, 6920.000, 4.527, 70.747, 0.050, 0.008, 0.230
3, 36, 30, 100, 100, 80, 7586.667, 4.024, 60.822, 0.032, 0.064, 0.473
4, 36, 30, 100, 100, 80, 15287.200, 0.911, 93.909, 0.022, 0.094, 0.000
1, 36, 10, 100, 100, 20, 9724.444, 0.384, 83.042, 0.002, 0.001, 0.165
2, 36, 10, 100, 100, 20, 5392.222, 2.782, 69.065, 0.008, 0.014, 0.041
3, 36, 10, 100, 100, 20, 7533.333, 2.397, 75.388, 0.019, 0.001, 0.289
4, 36, 10, 100, 100, 20, 12677.333, 0.750, 84.871, 0.149, 0.005, 0.000
1, 36, 20, 100, 100, 20, 20942.222, 0.275, 77.367, 0.015, 0.000, 0.246
2, 36, 20, 100, 100, 20, 5393.333, 3.418, 68.523, 0.092, 0.002, 0.018
3, 36, 20, 100, 100, 20, 6188.889, 4.213, 71.308, 0.004, 0.001, 0.147
4, 36, 20, 100, 100, 20, 5028.178, 0.436, 58.599, 0.590, 5.382, 0.000
1, 36, 5, 100, 100, 20, 7701.111, 0.367, 87.190, 0.001, 0.002, 0.201
2, 36, 5, 100, 100, 20, 5566.111, 2.453, 69.418, 0.022, 0.081, 0.034
3, 36, 5, 100, 100, 20, 9520.000, 1.573, 77.849, 0.014, 0.001, 0.219
4, 36, 5, 100, 100, 20, 13118.267, 0.481, 83.689, 0.275, 0.004, 0.000
1, 36, 30, 100, 100, 20, 23496.667, 0.305, 72.222, 0.031, 0.001, 0.123
2, 36, 30, 100, 100, 20, 6123.333, 4.305, 71.881, 0.063, 0.028, 0.101
3, 36, 30, 100, 100, 20, 6186.667, 5.511, 72.779, 0.003, 0.001, 0.156
4, 36, 30, 100, 100, 20, 5952.267, 0.741, 64.164, 0.887, 4.066, 0.000
1, 36, 10, 100, 100, 60, 8307.778, 0.476, 85.049, 0.004, 0.001, 0.257
2, 36, 10, 100, 100, 60, 6662.222, 2.833, 73.291, 0.020, 0.217, 0.113
3, 36, 10, 100, 100, 60, 13266.667, 1.365, 77.859, 0.008, 0.001, 0.445
4, 36, 10, 100, 100, 60, 14033.067, 0.378, 93.352, 0.007, 0.004, 0.000
1, 36, 20, 100, 100, 60, 8788.889, 0.649, 78.964, 0.020, 0.001, 0.238
2, 36, 20, 100, 100, 60, 5917.778, 3.791, 70.401, 0.033, 0.008, 0.103
3, 36, 20, 100, 100, 60, 7633.333, 3.203, 76.126, 0.006, 0.003, 0.309
4, 36, 20, 100, 100, 60, 14723.200, 0.465, 92.683, 0.102, 0.007, 0.000
1, 36, 5, 100, 100, 60, 9684.444, 0.314, 90.923, 0.003, 0.001, 0.318
2, 36, 5, 100, 100, 60, 6182.778, 2.239, 72.484, 0.008, 0.001, 0.092
3, 36, 5, 100, 100, 60, 9998.889, 1.454, 84.105, 0.007, 0.003, 0.479
4, 36, 5, 100, 100, 60, 13190.778, 0.154, 90.951, 0.005, 0.004, 0.000
1, 36, 30, 100, 100, 60, 6633.333, 1.039, 77.032, 0.011, 0.002, 0.203
2, 36, 30, 100, 100, 60, 7413.333, 4.588, 73.251, 0.043, 0.005, 0.128
3, 36, 30, 100, 100, 60, 5973.333, 5.188, 68.006, 0.008, 0.005, 0.183
4, 36, 30, 100, 100, 60, 14275.600, 0.768, 92.068, 0.020, 0.007, 0.000
1, 36, 10, 260, 260, 100, 5175.214, 0.575, 66.238, 0.003, 0.003, 0.277
2, 36, 10, 260, 260, 100, 4168.376, 2.855, 41.437, 0.026, 0.134, 0.287
3, 36, 10, 260, 260, 100, 77540.598, 0.136, 41.562, 0.030, 0.009, 0.489
4, 36, 10, 260, 260, 100, 24083.795, 0.607, 54.998, 0.081, 0.006, 0.000
1, 36, 20, 260, 260, 100, 5307.692, 0.704, 52.794, 0.006, 1.374, 0.227
2, 36, 20, 260, 260, 100, 4729.060, 3.085, 41.933, 0.034, 0.071, 0.239
3, 36, 20, 260, 260, 100, 50064.103, 0.259, 33.795, 0.021, 0.225, 0.526
4, 36, 20, 260, 260, 100, 17294.017, 0.851, 53.567, 0.389, 0.008, 0.000
1, 36, 5, 260, 260, 100, 5314.316, 0.478, 73.604, 0.003, 0.003, 0.330
2, 36, 5, 260, 260, 100, 4619.017, 2.378, 44.440, 0.019, 0.003, 0.287
3, 36, 5, 260, 260, 100, 105326.282, 0.097, 46.416, 0.030, 0.005, 0.472
4, 36, 5, 260, 260, 100, 18713.342, 0.844, 56.579, 0.181, 0.015, 0.000
1, 36, 30, 260, 260, 100, 6814.103, 0.664, 47.622, 0.007, 0.002, 0.157
2, 36, 30, 260, 260, 100, 4416.667, 3.668, 41.924, 0.090, 0.011, 0.136
3, 36, 30, 260, 260, 100, 48930.769, 0.310, 36.019, 0.112, 0.019, 0.283
4, 36, 30, 260, 260, 100, 16858.872, 0.910, 52.171, 0.187, 6.382, 0.000
1, 36, 10, 260, 260, 40, 5379.060, 0.478, 71.078, 0.001, 0.001, 0.035
2, 36, 10, 260, 260, 40, 4750.427, 2.263, 42.615, 0.048, 0.017, 0.065
3, 36, 10, 260, 260, 40, 97217.521, 0.129, 41.395, 0.097, 0.002, 0.531
4, 36, 10, 260, 260, 40, 12658.120, 0.961, 48.072, 0.490, 0.002, 0.000
1, 36, 20, 260, 260, 40, 8195.726, 0.396, 67.430, 0.003, 0.001, 0.026
2, 36, 20, 260, 260, 40, 4100.000, 3.012, 45.346, 0.250, 0.002, 0.050
3, 36, 20, 260, 260, 40, 23029.915, 0.607, 38.377, 0.129, 1.545, 0.120
4, 36, 20, 260, 260, 40, 5554.701, 0.734, 43.140, 1.323, 0.007, 0.000
1, 36, 5, 260, 260, 40, 3949.573, 0.562, 73.939, 0.001, 0.001, 0.053
2, 36, 5, 260, 260, 40, 4284.188, 2.490, 44.185, 0.013, 0.004, 0.089
3, 36, 5, 260, 260, 40, 77885.043, 0.121, 43.994, 0.044, 0.002, 0.156
4, 36, 5, 260, 260, 40, 10867.325, 0.795, 48.455, 0.422, 0.005, 0.000
1, 36, 30, 260, 260, 40, 13905.128, 0.293, 63.413, 0.003, 0.002, 0.033
2, 36, 30, 260, 260, 40, 3984.615, 3.163, 44.562, 0.185, 0.001, 0.026
3, 36, 30, 260, 260, 40, 14001.282, 1.166, 42.193, 0.364, 0.005, 0.139
4, 36, 30, 260, 260, 40, 5398.872, 0.935, 42.949, 1.419, 0.400, 0.000
1, 36, 10, 260, 260, 80, 4826.068, 0.576, 72.837, 0.002, 0.003, 0.167
2, 36, 10, 260, 260, 80, 4244.444, 2.687, 46.168, 0.013, 0.009, 0.190
3, 36, 10, 260, 260, 80, 66278.205, 0.161, 43.222, 0.052, 0.004, 0.406
4, 36, 10, 260, 260, 80, 17123.949, 0.917, 53.886, 0.558, 0.008, 0.000
1, 36, 20, 260, 260, 80, 5235.897, 0.654, 64.809, 0.002, 0.006, 0.118
2, 36, 20, 260, 260, 80, 4281.197, 3.110, 45.024, 0.131, 0.034, 0.160
3, 36, 20, 260, 260, 80, 41635.897, 0.331, 39.976, 0.103, 0.840, 0.436
4, 36, 20, 260, 260, 80, 15049.162, 1.241, 55.941, 1.038, 0.007, 0.000
1, 36, 5, 260, 260, 80, 4496.368, 0.528, 75.691, 0.001, 0.002, 0.199
2, 36, 5, 260, 260, 80, 5272.650, 1.842, 42.544, 0.011, 0.004, 0.193
3, 36, 5, 260, 260, 80, 77035.897, 0.128, 45.905, 0.039, 0.004, 0.299
4, 36, 5, 260, 260, 80, 8867.598, 0.299, 53.343, 0.418, 0.006, 0.000
1, 36, 30, 260, 260, 80, 7564.103, 0.553, 59.182, 0.004, 0.000, 0.104
2, 36, 30, 260, 260, 80, 4644.872, 3.451, 44.257, 0.208, 0.005, 0.219
3, 36, 30, 260, 260, 80, 38291.026, 0.403, 38.514, 0.243, 0.004, 0.209
4, 36, 30, 260, 260, 80, 16333.692, 1.325, 51.704, 0.262, 12.718, 0.000
1, 36, 10, 260, 260, 20, 5563.675, 0.456, 71.413, 0.001, 0.001, 0.012
2, 36, 10, 260, 260, 20, 3869.231, 2.316, 39.985, 0.141, 0.094, 0.035
3, 36, 10, 260, 260, 20, 19859.402, 0.500, 39.276, 0.108, 0.001, 0.024
4, 36, 10, 260, 260, 20, 5921.009, 0.566, 48.084, 0.990, 0.004, 0.000
1, 36, 20, 260, 260, 20, 9135.043, 0.351, 68.085, 0.002, 0.001, 0.009
2, 36, 20, 260, 260, 20, 3942.735, 2.770, 43.186, 0.129, 0.023, 0.031
3, 36, 20, 260, 260, 20, 2828.205, 4.928, 38.592, 0.178, 15.453, 0.023
4, 36, 20, 260, 260, 20, 5146.427, 0.551, 49.511, 1.598, 0.005, 0.000
1, 36, 5, 260, 260, 20, 4485.897, 0.489, 73.364, 0.001, 0.002, 0.014
2, 36, 5, 260, 260, 20, 2930.983, 2.745, 36.138, 0.011, 0.001, 0.039
3, 36, 5, 260, 260, 20, 73264.744, 0.130, 42.966, 0.058, 0.001, 0.079
4, 36, 5, 260, 260, 20, 6105.821, 0.552, 46.850, 0.498, 0.003, 0.000
1, 36, 30, 260, 260, 20, 12478.205, 0.313, 64.011, 0.003, 0.001, 0.009
2, 36, 30, 260, 260, 20, 3519.231, 3.887, 44.275, 0.097, 0.002, 0.031
3, 36, 30, 260, 260, 20, 3238.462, 4.858, 43.539, 0.477, 0.003, 0.040
4, 36, 30, 260, 260, 20, 4617.385, 0.534, 48.619, 2.331, 0.002, 0.000
1, 36, 10, 260, 260, 60, 4810.684, 0.544, 71.362, 0.002, 0.002, 0.072
2, 36, 10, 260, 260, 60, 4333.333, 2.284, 41.252, 0.035, 0.004, 0.069
3, 36, 10, 260, 260, 60, 100498.291, 0.109, 44.358, 0.055, 0.001, 0.331
4, 36, 10, 260, 260, 60, 10677.060, 0.894, 51.577, 0.921, 0.004, 0.000
1, 36, 20, 260, 260, 60, 7409.402, 0.442, 66.692, 0.003, 0.002, 0.042
2, 36, 20, 260, 260, 60, 4164.103, 2.646, 43.210, 0.034, 0.003, 0.050
3, 36, 20, 260, 260, 60, 54247.863, 0.251, 39.475, 0.068, 1.068, 0.503
4, 36, 20, 260, 260, 60, 6281.231, 0.623, 48.437, 1.323, 0.003, 0.000
1, 36, 5, 260, 260, 60, 3913.248, 0.574, 74.638, 0.001, 0.001, 0.094
2, 36, 5, 260, 260, 60, 3823.932, 2.491, 42.526, 0.007, 0.003, 0.102
3, 36, 5, 260, 260, 60, 97097.650, 0.103, 44.981, 0.070, 0.002, 0.180
4, 36, 5, 260, 260, 60, 6835.547, 0.285, 49.730, 0.505, 0.006, 0.000
1, 36, 30, 260, 260, 60, 10929.487, 0.369, 63.129, 0.002, 0.002, 0.042
2, 36, 30, 260, 260, 60, 3912.821, 3.173, 42.534, 0.035, 0.002, 0.062
3, 36, 30, 260, 260, 60, 13401.282, 1.147, 43.503, 0.348, 0.005, 0.191
4, 36, 30, 260, 260, 60, 6866.000, 0.826, 52.853, 2.095, 3.921, 0.000
1, 36, 10, 140, 140, 100, 12010.317, 0.342, 65.521, 0.008, 0.003, 0.524
2, 36, 10, 140, 140, 100, 6938.095, 2.565, 61.387, 0.030, 0.004, 0.373
3, 36, 10, 140, 140, 100, 12554.762, 1.049, 54.165, 0.020, 0.005, 0.676
4, 36, 10, 140, 140, 100, 19989.556, 0.416, 88.317, 0.063, 0.007, 0.000
1, 36, 20, 140, 140, 100, 12479.365, 0.444, 65.169, 0.017, 0.008, 0.318
2, 36, 20, 140, 140, 100, 6550.794, 3.378, 54.964, 0.037, 0.004, 0.256
3, 36, 20, 140, 140, 100, 15036.508, 1.147, 53.584, 0.036, 0.003, 0.631
4, 36, 20, 140, 140, 100, 15981.905, 0.683, 78.416, 0.067, 0.007, 0.000
1, 36, 5, 140, 140, 100, 11348.016, 0.284, 78.836, 0.005, 0.004, 0.586
2, 36, 5, 140, 140, 100, 7989.683, 2.004, 67.028, 0.025, 0.007, 0.455
3, 36, 5, 140, 140, 100, 22409.127, 0.534, 69.215, 0.016, 0.009, 0.716
4, 36, 5, 140, 140, 100, 20549.397, 0.278, 94.255, 0.047, 0.004, 0.000
1, 36, 30, 140, 140, 100, 13926.190, 0.484, 59.061, 0.019, 0.001, 0.207
2, 36, 30, 140, 140, 100, 7219.048, 4.302, 55.872, 0.023, 0.011, 0.395
3, 36, 30, 140, 140, 100, 8173.810, 2.711, 45.537, 0.086, 14.597, 0.561
4, 36, 30, 140, 140, 100, 14523.333, 0.916, 75.788, 0.314, 0.620, 0.000
1, 36, 10, 140, 140, 40, 8993.651, 0.380, 76.179, 0.003, 0.001, 0.086
2, 36, 10, 140, 140, 40, 4892.857, 2.345, 59.149, 0.023, 0.028, 0.040
3, 36, 10, 140, 140, 40, 20744.444, 0.681, 60.346, 0.040, 0.002, 0.321
4, 36, 10, 140, 140, 40, 15257.143, 0.727, 71.373, 0.121, 0.006, 0.000
1, 36, 20, 140, 140, 40, 14644.444, 0.316, 73.658, 0.003, 0.001, 0.059
2, 36, 20, 140, 140, 40, 4898.413, 2.809, 59.194, 0.015, 0.001, 0.050
3, 36, 20, 140, 140, 40, 6050.794, 3.228, 57.146, 0.107, 0.002, 0.151
4, 36, 20, 140, 140, 40, 14496.635, 1.126, 71.139, 0.264, 0.008, 0.000
1, 36, 5, 140, 140, 40, 7169.841, 0.380, 80.695, 0.004, 0.001, 0.154
2, 36, 5, 140, 140, 40, 4357.540, 2.388, 55.508, 0.011, 0.022, 0.056
3, 36, 5, 140, 140, 40, 55955.952, 0.234, 65.436, 0.028, 0.002, 0.388
4, 36, 5, 140, 140, 40, 15439.746, 0.645, 73.329, 0.227, 0.009, 0.000
1, 36, 30, 140, 140, 40, 25583.333, 0.231, 67.718, 0.004, 0.001, 0.042
2, 36, 30, 140, 140, 40, 5311.905, 3.797, 60.638, 0.016, 0.713, 0.061
3, 36, 30, 140, 140, 40, 5397.619, 4.513, 56.913, 0.038, 0.013, 0.191
4, 36, 30, 140, 140, 40, 6497.714, 0.553, 59.926, 1.272, 14.538, 0.000
1, 36, 10, 140, 140, 80, 10081.746, 0.371, 75.097, 0.005, 0.002, 0.376
2, 36, 10, 140, 140, 80, 5664.286, 2.423, 61.653, 0.026, 0.005, 0.195
3, 36, 10, 140, 140, 80, 26473.810, 0.544, 58.086, 0.009, 0.003, 0.519
4, 36, 10, 140, 140, 80, 18507.302, 0.370, 87.564, 0.077, 0.007, 0.000
1, 36, 20, 140, 140, 80, 10263.492, 0.486, 66.485, 0.007, 0.002, 0.228
2, 36, 20, 140, 140, 80, 5687.302, 3.341, 58.103, 0.020, 0.054, 0.166
3, 36, 20, 140, 140, 80, 7795.238, 2.364, 56.634, 0.040, 0.009, 0.412
4, 36, 20, 140, 140, 80, 17127.746, 0.644, 83.289, 0.178, 0.007, 0.000
1, 36, 5, 140, 140, 80, 9834.921, 0.301, 83.628, 0.004, 0.002, 0.495
2, 36, 5, 140, 140, 80, 8722.222, 1.869, 71.779, 0.012, 0.001, 0.506
3, 36, 5, 140, 140, 80, 18112.302, 0.715, 73.370, 0.025, 0.097, 0.636
4, 36, 5, 140, 140, 80, 19247.651, 0.272, 93.747, 0.030, 0.007, 0.000
1, 36, 30, 140, 140, 80, 25473.810, 0.255, 60.947, 0.017, 0.003, 0.146
2, 36, 30, 140, 140, 80, 5795.238, 3.608, 57.886, 0.038, 0.020, 0.163
3, 36, 30, 140, 140, 80, 23914.286, 1.042, 51.107, 0.036, 0.110, 0.357
4, 36, 30, 140, 140, 80, 13211.429, 0.966, 72.166, 0.074, 0.007, 0.000
1, 36, 10, 140, 140, 20, 8818.254, 0.374, 78.203, 0.003, 0.001, 0.052
2, 36, 10, 140, 140, 20, 4786.508, 2.364, 59.426, 0.006, 0.002, 0.019
3, 36, 10, 140, 140, 20, 17126.190, 0.860, 56.934, 0.151, 0.001, 0.102
4, 36, 10, 140, 140, 20, 12148.794, 0.882, 64.241, 0.369, 0.009, 0.000
1, 36, 20, 140, 140, 20, 17539.683, 0.265, 74.024, 0.007, 0.001, 0.050
2, 36, 20, 140, 140, 20, 4687.302, 3.062, 60.151, 0.049, 1.825, 0.043
3, 36, 20, 140, 140, 20, 28128.571, 0.883, 57.413, 0.123, 0.002, 0.041
4, 36, 20, 140, 140, 20, 6310.921, 0.376, 60.191, 0.880, 0.003, 0.000
1, 36, 5, 140, 140, 20, 5960.317, 0.440, 80.871, 0.002, 0.000, 0.097
2, 36, 5, 140, 140, 20, 5411.508, 2.211, 57.845, 0.018, 0.040, 0.071
3, 36, 5, 140, 140, 20, 35701.190, 0.352, 59.260, 0.077, 0.002, 0.167
4, 36, 5, 140, 140, 20, 13929.063, 0.900, 68.655, 0.070, 0.006, 0.000
1, 36, 30, 140, 140, 20, 15395.238, 0.359, 69.447, 0.003, 0.001, 0.034
2, 36, 30, 140, 140, 20, 5345.238, 3.567, 58.624, 0.010, 1.423, 0.045
3, 36, 30, 140, 140, 20, 4766.667, 5.468, 59.128, 0.005, 0.037, 0.134
4, 36, 30, 140, 140, 20, 6024.476, 0.729, 58.585, 1.230, 10.596, 0.000
1, 36, 10, 140, 140, 60, 7622.222, 0.457, 75.484, 0.004, 0.001, 0.157
2, 36, 10, 140, 140, 60, 6500.000, 2.244, 65.773, 0.027, 0.103, 0.212
3, 36, 10, 140, 140, 60, 15960.317, 0.843, 62.539, 0.028, 0.002, 0.340
4, 36, 10, 140, 140, 60, 15245.365, 0.632, 76.069, 0.072, 0.005, 0.000
1, 36, 20, 140, 140, 60, 10209.524, 0.452, 71.991, 0.003, 0.001, 0.081
2, 36, 20, 140, 140, 60, 5476.190, 2.870, 60.419, 0.064, 5.326, 0.066
3, 36, 20, 140, 140, 60, 12301.587, 1.849, 58.304, 0.030, 0.006, 0.200
4, 36, 20, 140, 140, 60, 16958.921, 0.912, 79.617, 0.177, 0.005, 0.000
1, 36, 5, 140, 140, 60, 8457.937, 0.328, 80.861, 0.003, 0.001, 0.273
2, 36, 5, 140, 140, 60, 6382.143, 2.027, 65.425, 0.017, 0.009, 0.218
3, 36, 5, 140, 140, 60, 42261.905, 0.298, 63.481, 0.030, 0.003, 0.362
4, 36, 5, 140, 140, 60, 16809.667, 0.477, 81.925, 0.115, 0.010, 0.000
1, 36, 30, 140, 140, 60, 18545.238, 0.324, 66.211, 0.008, 0.001, 0.071
2, 36, 30, 140, 140, 60, 6133.333, 3.531, 60.906, 0.109, 0.001, 0.120
3, 36, 30, 140, 140, 60, 5376.190, 4.376, 57.047, 0.003, 0.033, 0.148
4, 36, 30, 140, 140, 60, 14897.714, 1.015, 78.638, 0.868, 3.842, 0.000
1, 36, 10, 300, 300, 100, 4661.852, 0.609, 64.913, 0.003, 0.004, 0.253
2, 36, 10, 300, 300, 100, 4757.778, 2.507, 42.921, 0.026, 0.004, 0.276
3, 36, 10, 300, 300, 100, 110617.778, 0.110, 38.013, 0.080, 0.005, 0.595
4, 36, 10, 300, 300, 100, 20541.719, 0.622, 49.515, 0.308, 0.005, 0.000
1, 36, 20, 300, 300, 100, 6447.407, 0.546, 54.391, 0.004, 0.005, 0.209
2, 36, 20, 300, 300, 100, 4223.704, 3.120, 40.337, 0.012, 0.004, 0.227
3, 36, 20, 300, 300, 100, 56334.074, 0.219, 32.710, 0.040, 0.006, 0.495
4, 36, 20, 300, 300, 100, 20321.393, 0.810, 49.587, 0.223, 0.006, 0.000
1, 36, 5, 300, 300, 100, 4655.556, 0.523, 72.300, 0.002, 0.003, 0.304
2, 36, 5, 300, 300, 100, 4572.407, 2.543, 41.915, 0.013, 0.030, 0.302
3, 36, 5, 300, 300, 100, 102012.963, 0.095, 42.190, 0.062, 0.008, 0.465
4, 36, 5, 300, 300, 100, 10286.207, 0.500, 50.543, 0.418, 0.006, 0.000
1, 36, 30, 300, 300, 100, 7863.333, 0.536, 47.856, 0.010, 0.703, 0.183
2, 36, 30, 300, 300, 100, 3594.444, 3.753, 34.571, 0.012, 0.435, 0.125
3, 36, 30, 300, 300, 100, 41766.667, 0.340, 32.722, 0.059, 0.007, 0.491
4, 36, 30, 300, 300, 100, 19347.600, 0.876, 48.897, 0.099, 0.937, 0.000
1, 36, 10, 300, 300, 40, 4547.037, 0.543, 70.111, 0.001, 0.001, 0.034
2, 36, 10, 300, 300, 40, 3364.815, 2.847, 41.240, 0.043, 0.020, 0.038
3, 36, 10, 300, 300, 40, 43664.444, 0.236, 40.390, 0.077, 0.001, 0.177
4, 36, 10, 300, 300, 40, 6941.422, 0.745, 47.453, 0.927, 0.004, 0.000
1, 36, 20, 300, 300, 40, 7980.000, 0.383, 66.621, 0.002, 0.002, 0.020
2, 36, 20, 300, 300, 40, 4145.185, 2.544, 41.897, 0.092, 0.002, 0.019
3, 36, 20, 300, 300, 40, 48665.926, 0.254, 34.343, 0.177, 0.003, 0.100
4, 36, 20, 300, 300, 40, 4934.815, 0.636, 44.927, 1.421, 0.004, 0.000
1, 36, 5, 300, 300, 40, 3696.296, 0.582, 72.771, 0.001, 0.001, 0.050
2, 36, 5, 300, 300, 40, 3160.556, 2.726, 36.487, 0.006, 0.000, 0.054
3, 36, 5, 300, 300, 40, 62676.111, 0.137, 41.577, 0.055, 0.001, 0.164
4, 36, 5, 300, 300, 40, 7789.281, 0.674, 44.691, 0.381, 0.007, 0.000
1, 36, 30, 300, 300, 40, 10282.222, 0.363, 63.862, 0.003, 0.001, 0.036
2, 36, 30, 300, 300, 40, 4161.111, 3.273, 41.703, 0.129, 0.002, 0.037
3, 36, 30, 300, 300, 40, 11928.889, 1.159, 38.393, 0.074, 0.001, 0.037
4, 36, 30, 300, 300, 40, 5498.400, 0.663, 44.672, 1.370, 0.003, 0.000
1, 36, 10, 300, 300, 80, 4289.259, 0.614, 71.644, 0.002, 0.003, 0.162
2, 36, 10, 300, 300, 80, 3805.556, 2.903, 42.370, 0.022, 0.012, 0.189
3, 36, 10, 300, 300, 80, 104483.333, 0.131, 40.142, 0.081, 0.004, 0.425
4, 36, 10, 300, 300, 80, 8760.281, 0.688, 47.232, 0.801, 0.006, 0.000
1, 36, 20, 300, 300, 80, 5806.667, 0.562, 65.565, 0.002, 0.004, 0.121
2, 36, 20, 300, 300, 80, 4211.111, 3.313, 41.825, 0.076, 0.028, 0.153
3, 36, 20, 300, 300, 80, 59267.407, 0.213, 35.294, 0.106, 0.003, 0.647
4, 36, 20, 300, 300, 80, 8202.281, 0.748, 52.511, 1.357, 0.005, 0.000
1, 36, 5, 300, 300, 80, 4351.481, 0.531, 74.358, 0.002, 0.002, 0.195
2, 36, 5, 300, 300, 80, 3601.296, 2.754, 41.742, 0.009, 0.000, 0.187
3, 36, 5, 300, 300, 80, 73683.519, 0.126, 43.630, 0.054, 0.004, 0.284
4, 36, 5, 300, 300, 80, 13115.000, 0.722, 48.849, 0.360, 0.005, 0.000
1, 36, 30, 300, 300, 80, 7556.667, 0.520, 58.109, 0.003, 0.001, 0.104
2, 36, 30, 300, 300, 80, 5177.778, 2.952, 38.720, 0.102, 0.031, 0.127
3, 36, 30, 300, 300, 80, 29147.778, 0.490, 34.540, 0.179, 0.003, 0.463
4, 36, 30, 300, 300, 80, 8689.244, 1.047, 48.711, 1.938, 5.476, 0.000
1, 36, 10, 300, 300, 20, 5754.074, 0.425, 70.351, 0.001, 0.001, 0.013
2, 36, 10, 300, 300, 20, 4028.519, 2.288, 39.518, 0.046, 0.087, 0.035
3, 36, 10, 300, 300, 20, 7294.444, 1.206, 39.977, 0.099, 0.002, 0.054
